"seqnames"	"start"	"end"	"strand"	"Hsp_num"	"Hsp_bit.score"	"Hsp_score"	"Hsp_evalue"	"Hsp_query.from"	"Hsp_query.to"	"Hsp_hit.from.1"	"Hsp_query.frame"	"Hsp_hit.frame"	"Hsp_identity"	"Hsp_positive"	"Hsp_gaps"	"Hsp_align.len"	"seq_len"	"query_len"	"query_id"	"raw_score"	"ID"	"filter_pass"	"query_ranges.seqnames"	"query_ranges.start"	"query_ranges.end"	"query_ranges.width"	"query_ranges.strand"	"score"	"query_len.1"
"3"	"MH705144|MH705144"	9036	9341	"+"	3	111.594	76	5.07578e-26	9601	9905	9036	1	1	192	192	1	306	9802	10535	"M33262|SIVMM239"	76	19	TRUE	"M33262|SIVMM239"	9601	9905	305	"*"	76	10535
"9"	"MH705144|MH705144"	8158	8426	"+"	9	51.7284	34	5.44477e-08	8753	9021	8158	1	1	159	159	6	272	9802	10535	"M33262|SIVMM239"	34	16	TRUE	"M33262|SIVMM239"	8753	9021	269	"*"	34	10535
"4"	"MH705144|MH705144"	7815	8121	"+"	4	111.594	76	5.07578e-26	8423	8728	7815	1	1	204	204	11	312	9802	10535	"M33262|SIVMM239"	76	15	TRUE	"M33262|SIVMM239"	8423	8728	306	"*"	76	10535
"12"	"MH705144|MH705144"	7359	7601	"+"	12	43.1761	28	2.05e-05	8005	8241	7359	1	1	148	148	12	246	9802	10535	"M33262|SIVMM239"	28	14	TRUE	"M33262|SIVMM239"	8005	8241	237	"*"	28	10535
"19"	"MH705144|MH705144"	6533	6575	"-"	19	24.6461	15	7.80897	7607	7649	6533	1	-1	29	29	NA	43	9802	10535	"M33262|SIVMM239"	15	13	TRUE	"M33262|SIVMM239"	7607	7649	43	"*"	15	10535
"10"	"MH705144|MH705144"	6328	6392	"+"	10	50.303	33	1.46311e-07	6935	6999	6328	1	1	49	49	NA	65	9802	10535	"M33262|SIVMM239"	33	12	TRUE	"M33262|SIVMM239"	6935	6999	65	"*"	33	10535
"7"	"MH705144|MH705144"	5904	6053	"+"	7	64.5568	43	7.45271e-12	6717	6860	5904	1	1	101	101	6	150	9802	10535	"M33262|SIVMM239"	43	11	TRUE	"M33262|SIVMM239"	6717	6860	144	"*"	43	10535
"5"	"MH705144|MH705144"	5554	5806	"+"	5	105.893	72	2.64664e-24	6400	6655	5554	1	1	166	166	3	256	9802	10535	"M33262|SIVMM239"	72	10	TRUE	"M33262|SIVMM239"	6400	6655	256	"*"	72	10535
"1"	"MH705144|MH705144"	2252	5044	"+"	1	1169.23	818	0	2811	5600	2252	1	1	1860	1860	45	2814	9802	10535	"M33262|SIVMM239"	818	9	TRUE	"M33262|SIVMM239"	2811	5600	2790	"*"	818	10535
"2"	"MH705144|MH705144"	1218	2092	"+"	2	361.036	251	3.77989e-101	1741	2615	1218	1	1	591	591	24	887	9802	10535	"M33262|SIVMM239"	251	5	TRUE	"M33262|SIVMM239"	1741	2615	875	"*"	251	10535
"6"	"MH705144|MH705144"	804	1105	"+"	6	85.9375	58	2.70933e-18	1306	1607	804	1	1	185	185	4	304	9802	10535	"M33262|SIVMM239"	58	2	TRUE	"M33262|SIVMM239"	1306	1607	302	"*"	58	10535
"11"	"MH705144|MH705144"	636	679	"+"	11	44.6014	29	7.62885e-06	1060	1105	636	1	1	39	39	2	46	9802	10535	"M33262|SIVMM239"	29	1	TRUE	"M33262|SIVMM239"	1060	1105	46	"*"	29	10535
